STYLE,DESC,CATEGORY,LOT,QOH_CASES,UPC_SKU_2,PRICE_CS,PRICE_UNIT,SIZE
PS21-1651-D,"15"""" STANDING GINGERBREAD",Plush,C12,0,840364216514,10.00,1.00,
PS21-1652,"16"""" GINGERBREAD HANGER",Plush,C24,0,840364216521,10.00,1.00,
PS21-1653,"18"""" Gingerbread Pillow",Plush,C12,0,840364216538,10.00,1.00,
PS21-1654,"20"""" GINGERBREAD STOCKING",Plush,C24,0,840364216545,10.00,1.00,
PS21-1655,"26"""" STANDING GINGERBREAD",Plush,C12,0,840364216552,10.00,1.00,
PS21-1657,"6""""ORN GINGERBREAD Ornament In",Plush,C48,48,840364216576,10.00,1.00,
PS21-1657-D,"6""""ORN GINGERBREAD Ornament In",Plush,C48,0,840364216576,10.00,1.00,
PS21-1658,"9""""GINGERBREAD ORNAMENT",Plush,C48,0,840364216583,10.00,1.00,
PS27-1659,1PK 2PK PVC Glitter Bow,Bows,C72,72,840364216590,10.00,1.00,
PS28-1660,"2"""" X 9FT Pastel Ribbon",Bows,C72,0,840364216606,10.00,1.00,
PS28-1661,"2.5"""" X 18FT Pastel Ribbon",Bows,C48,0,840364216613,10.00,1.00,
PS28-1662,2X9 Inch Glitter Ribbon,Bows,C72,0,840364216620,10.00,1.00,
PS29-1663,11X 5 Yard All Mettalic Mesh,Ribbon,C48,0,840364216637,10.00,1.00,
PS29-1664,6X5 Yard Mesh Ribbon Roll In P,Ribbon,C72,0,840364216644,10.00,1.00,
PS30-1665,1PK 100MM Cotton Candy Ball Or,Ornaments,C48,96,840364216651,10.00,1.00,
PS30-1665-D,1PK 100MM Cotton Candy Ball Or,Ornaments,C48,0,840364216651,10.00,1.00,
PS30-1666,1PK 100MM Festive Ball and Oni,Ornaments,C48,0,840364216668,10.00,1.00,
PS30-1667,1PK 100MM Foam Ornament with S,Ornaments,C48,96,840364216675,10.00,1.00,
PS30-1668,1PK 100MM Plush Ornament Ball,Ornaments,C48,0,840364216682,10.00,1.00,
PS30-1669,120MM Shatterproof Ball Orname,Ornaments,C48,0,840364216699,10.00,1.00,
PS30-1672,150MM Ball and Onion Ornaments,Ornaments,C24,96,840364216729,10.00,1.00,
PS30-1673,1PK  Cotton Candy Ornament,Ornaments,C48,0,840364216736,10.00,1.00,
PS30-1673-D,1PK  Cotton Candy Ornament,Ornaments,C48,0,840364216736,10.00,1.00,
PS30-1674,1PK 100MM Sprinkle Finial Orna,Inactive,C48,0,840364216743,10.00,1.00,
PS30-1675,1PK 120MM Iridescent Ball Orna,Ornaments,C24,0,840364216750,10.00,1.00,
PS30-1676,1PK 4 Tier Glitter Macaron Orn,Ornaments,C48,0,840364216767,10.00,1.00,
PS30-1677,1PK Cake Ornament,Ornaments,C48,96,840364216774,10.00,1.00,
PS30-1678,1PK Cake Pop Ornament with Ici,Ornaments,C48,144,840364216781,10.00,1.00,
PS30-1678-D,1PK Cake Pop Ornament with Ici,Ornaments,C48,0,840364216781,10.00,1.00,
PS30-1679,1PK Cake Slice Ornament with S,Ornaments,C48,0,840364216798,10.00,1.00,
PS30-1680,1PK Candy Cane Ornament,Ornaments,C48,0,840364216804,10.00,1.00,
PS30-1681,1PK Candy Cane Ornament with S,Ornaments,C48,0,840364216811,10.00,1.00,
PS30-1682,1PK Candy Ornament,Ornaments,C48,0,840364216828,10.00,1.00,
PS30-1683,1PK Candy Twist Decoration,Ornaments,C48,144,840364216835,10.00,1.00,
PS30-1684,1PK Cookies For Santa Ornament,Ornaments,C48,0,840364216842,10.00,1.00,
PS30-1686,1PK Deluxe Candy Cane Ornament,Ornaments,C48,0,840364216866,10.00,1.00,
PS30-1688,1PK Donut Ornament,Ornaments,C48,0,840364216880,10.00,1.00,
PS30-1688-D,1PK Donut Ornament,Ornaments,C48,0,840364216880,10.00,1.00,
PS30-1690,1PK Foam Ice Cream Ornament,Ornaments,C48,288,840364216903,10.00,1.00,
PS30-1690-D,1PK Foam Ice Cream Ornament,Ornaments,C48,0,840364216903,10.00,1.00,
PS30-1691,1PK Gingerbread House Ornament,Ornaments,C48,0,840364216910,10.00,1.00,
PS30-1692,1PK Gingerbread Man Ornament,Ornaments,C48,48,840364216927,10.00,1.00,
PS30-1693,1PK Glitter Snowflake with Spr,Ornaments,C48,0,840364216934,10.00,1.00,
PS30-1694,1PK Gumdrop Ornament with Spri,Inactive,C48,0,840364216941,10.00,1.00,
PS30-1695,1PK Hot Cocoa Ornament,Ornaments,C48,144,840364216958,10.00,1.00,
PS30-1697,1PK Ice Cream Cone Ornament,Ornaments,C48,0,840364216972,10.00,1.00,
PS30-1698,1PK Ice Cream Cone Ornament,Ornaments,C48,96,840364216989,10.00,1.00,
PS30-1698-D,1PK Ice Cream Cone Ornament,Ornaments,C48,0,840364216989,10.00,1.00,
PS30-1699,1PK Ice Pop Ornament,Ornaments,C48,144,840364216996,10.00,1.00,
PS30-1699-D,1PK Ice Pop Ornament,Ornaments,C48,0,840364216996,10.00,1.00,
PS30-1700,1PK Jumbo Candy Ornament,Ornaments,C24,0,840364217009,10.00,1.00,
PS30-1701,1PK Jumbo Cup Cake Ornament,Ornaments,C24,120,840364217016,10.00,1.00,
PS30-1702,1PK Jumbo Donut Ornament,Ornaments,C24,72,840364217023,10.00,1.00,
PS30-1703,1PK Jumbo Foam Donut Ornament,Ornaments,C24,24,840364217030,10.00,1.00,
PS30-1704,1PK Jumbo Foam Snowflake With,Ornaments,C48,0,840364217047,10.00,1.00,
PS30-1705,1PK Jumbo Pretzel Ornament,Ornaments,C24,0,840364217054,10.00,1.00,
PS30-1706,1PK Large Candy Cane Ornament,Ornaments,C48,0,840364217061,10.00,1.00,
PS30-1707,1PK Lollipop with Sprinkles Or,Ornaments,C48,0,840364217078,10.00,1.00,
PS30-1708,1PK Macaron Ornament,Ornaments,C48,48,840364217085,10.00,1.00,
PS30-1709,1PK PET Ornament with Striped,Ornaments,C48,48,840364217092,10.00,1.00,
PS30-1709-D,1PK PET Ornament with Striped,Ornaments,C48,0,840364217092,10.00,1.00,
PS30-1710,1PK Pretzel Ornament,Inactive,C48,0,840364217108,10.00,1.00,
PS30-1711,1PK Snowman Ornament,Ornaments,C48,0,840364217115,10.00,1.00,
PS30-1712,1PK Sparkling Ice Cream Cone O,Ornaments,C48,192,840364217122,10.00,1.00,
PS30-1712-D,1PK Sparkling Ice Cream Cone O,Ornaments,C48,0,840364217122,10.00,1.00,
PS30-1713,1PK Sprinkle Snowflake Ornamen,Ornaments,C48,0,840364217139,10.00,1.00,
PS30-1714,1PK Swirled Cupcake Ornament,Ornaments,C48,96,840364217146,10.00,1.00,
PS30-1715,1PK Unicorn Ornament,Ornaments,C48,48,840364217153,10.00,1.00,
PS30-1716,250MM Jumbo Finial Ornament,Ornaments,C12,48,840364217160,10.00,1.00,
PS30-1717,2PK Candy Cane Ornaments,Ornaments,C48,96,840364217177,10.00,1.00,
PS30-1718,2PK Candy Ornaments,Ornaments,C48,96,840364217184,10.00,1.00,
PS30-1718-D,2PK Candy Ornaments,Ornaments,C48,0,840364217184,10.00,1.00,
PS30-1720,2PK Cupcake Ornament,Ornaments,C48,144,840364217207,10.00,1.00,
PS30-1721,2PK Lollipop Ornament,Ornaments,C48,96,840364217214,10.00,1.00,
PS30-1721-D,2PK Lollipop Ornament,Ornaments,C48,0,840364217214,10.00,1.00,
PS30-1722,2PK Macaron Ornaments,Inactive,C48,0,840364217221,10.00,1.00,
PS30-1723,2PK Sweet Candy Ornament,Ornaments,C48,48,840364217238,10.00,1.00,
PS30-1723-D,2PK Sweet Candy Ornament,Ornaments,C48,0,840364217238,10.00,1.00,
PS30-1724,2PK Swirl Candy Ornament,Inactive,C48,0,840364217245,10.00,1.00,
PS30-1725,3PK 60mm Diamond Ball with Han,Inactive,C48,0,840364217252,10.00,1.00,
PS30-1726,3PK 60mm Pine Cone Ornaments,Ornaments,C48,0,840364217269,10.00,1.00,
PS30-1727,3PK 60MM Swirl Ball Ornament,Ornaments,C48,0,840364217276,10.00,1.00,
PS30-1728,3PK X 60MM Onion Ornament,Ornaments,C48,96,840364217283,10.00,1.00,
PS30-1729,3PK Swirl Finial Ornaments,Ornaments,C48,1920,840364217290,10.00,1.00,
PS30-1730,9PK Icicle Ornament,Ornaments,C48,96,840364217306,10.00,1.00,
PS30-1731,Jumbo Ice Cream Ornament,Inactive,C24,0,840364217313,10.00,1.00,
PS30-1936,2PK Glitter Bulb Ornament,Ornaments,C48,0,840364219362,10.00,1.00,
PS30-1944,Jumbo Disco Ball Candy Ornamen,Ornaments,C48,0,840364219447,10.00,1.00,
PS31-1733,15FT Metallic Tinsel Garland w,Garland,C36,0,840364217337,10.00,1.00,
PS31-1734,15FT Plush Tinsel Garland,Garland,C24,0,840364217344,10.00,1.00,
PS31-1735,15FT Tinsel Garland with Flat,Garland,C36,0,840364217351,10.00,1.00,
PS31-1736,15Ft Tinsel Garland With Snow,Garland,C36,0,840364217368,10.00,1.00,
PS31-1737,15FT Tinsel Garland with Waves,Garland,C36,0,840364217375,10.00,1.00,
PS32-1738,100PK 60MM Shatterproof Ball O,Packaged Sets,C6,12,840364217382,10.00,1.00,
PS32-1738-D,100PK 60MM Shatterproof Ball O,Packaged Sets,C6,0,840364217382,10.00,1.00,
PS32-1739,10PK 30MM Ball Ornaments in PD,Inactive,C72,0,840364217399,10.00,1.00,
PS32-1740,11PK 40MM Ball Ornaments in PD,Inactive,C72,0,840364217405,10.00,1.00,
PS32-1741,18PK 100MM Ball Ornaments,Packaged Sets,C8,48,840364217412,10.00,1.00,
PS32-1742,24PK 50MM Ball Ornaments,Packaged Sets,C24,0,840364217429,10.00,1.00,
PS32-1743,24PK 60MM Ball Ornaments,Packaged Sets,C24,0,840364217436,10.00,1.00,
PS32-1744,25PK 60MM Ball Ornaments,Packaged Sets,C12,36,840364217443,10.00,1.00,
PS32-1745,26PK 60MM Ball Ornaments,Packaged Sets,C12,36,840364217450,10.00,1.00,
PS32-1746,37PK 70MM/50MM Ball Ornaments,Packaged Sets,C12,12,840364217467,10.00,1.00,
PS32-1746-D,37PK 70MM/50MM Ball Ornaments,Packaged Sets,C12,0,840364217467,10.00,1.00,
PS32-1747,3PK 150MM Hand-Painted Ball Or,Packaged Sets,C8,16,840364217474,10.00,1.00,
PS32-1748,3PK Packaged Laced Glitter Poi,Packaged Sets,C24,0,840364217481,10.00,1.00,
PS32-1749,40PK 60MM Ball Ornaments,Packaged Sets,C8,0,840364217498,10.00,1.00,
PS32-1750,4PK 100MM Sprinkle Finials,Inactive,C24,0,840364217504,10.00,1.00,
PS32-1752,4PK 70MM Ball Ornaments in PDQ,Inactive,C72,0,840364217528,10.00,1.00,
PS32-1753,50PK 60MM Ball Ornaments,Packaged Sets,C8,0,840364217535,10.00,1.00,
PS32-1754,50PK 60MM/50MM Ball Ornaments,Packaged Sets,C8,16,840364217542,10.00,1.00,
PS32-1754-D,50PK 60MM/50MM Ball Ornaments,Packaged Sets,C8,0,840364217542,10.00,1.00,
PS32-1755,5PK 60MM Ball Ornaments in PDQ,Inactive,C72,0,840364217559,10.00,1.00,
PS32-1756,7PK 50MM Ball Ornaments in PDQ,Inactive,C72,0,840364217566,10.00,1.00,
PS32-1757,8PK 100MM Hand-Painted Ball Or,Packaged Sets,C8,0,840364217573,10.00,1.00,
PS32-1931,4PK Packaged Gum Drops,Packaged Sets,C48,0,840364219317,10.00,1.00,
PS32-1931-D,4PK Packaged Gum Drops,Packaged Sets,C48,0,840364219317,10.00,1.00,
PS32-1932,4PK Packaged Candy Swirl Trees,Inactive,C24,0,840364219324,10.00,1.00,
PS32-1933,6PK Packaged Ice Cream Cone Or,Inactive,C24,0,840364219331,10.00,1.00,
PS33-1758,"15"""" Shatterproof Ball Wreath",Inactive,C6,0,840364217580,10.00,1.00,
PS35-1759,1PK Clip On Poinsettia,Clip-On Flowers,C72,0,840364217597,10.00,1.00,
PS35-1760,1PK Glitter Clip On Poinsettia,Clip-On Flowers,C72,72,840364217603,10.00,1.00,
PS35-1761,1PK Velvet Clip On Poinsettia,Clip-On Flowers,C72,0,840364217610,10.00,1.00,
PS35-1761-D,1PK Velvet Clip On Poinsettia,Clip-On Flowers,C72,0,840364217610,10.00,1.00,
PS35-1762,2PK Glitter Poinsettia with Ch,Inactive,C72,0,840364217627,10.00,1.00,
PS36-1763,"17"""" Jumbo Lollipop Pick",Picks,C36,0,840364217634,10.00,1.00,
PS36-1764,"20"""" Giant Lollipop Stick Asso",Picks,C24,0,840364217641,10.00,1.00,
PS36-1765,Deluxe Swirl Pick,Picks,C24,0,840364217658,10.00,1.00,
PS36-1766,Foam Ball Pick with Spray In P,Picks,C72,144,840364217665,10.00,1.00,
PS36-1767,Jumbo Cotton Candy Pick,Picks,C72,0,840364217672,10.00,1.00,
PS36-1768,Jumbo Foam Ball Pick,Picks,C72,288,840364217689,10.00,1.00,
PS36-1769,Jumbo Light Bulb Pick,Inactive,C24,0,840364217696,10.00,1.00,
PS36-1770,Jumbo Lolipop Pick,Picks,C48,0,840364217702,10.00,1.00,
PS36-1771,Jumbo Sprinke Ball Pick,Picks,C72,0,840364217719,10.00,1.00,
PS36-1928,Jumbo Gum Drop Pick,Picks,C12,24,840364219287,10.00,1.00,
PS36-1929,Deluxe Ice Cream Pick,Picks,C48,144,840364219294,10.00,1.00,
PS36-1930,Deluxe Cup Cake Pick,Picks,C48,96,840364219300,10.00,1.00,
PS36-1939,Fluffy Marshmellow Pick,Picks,C72,0,840364219393,10.00,1.00,
PS37-1772,"12"""" Iridescent Glitter Flower",Long-Stem Flowers,C72,0,840364217726,10.00,1.00,
PS37-1773,Ice Cream Flower With Spinles,Long-Stem Flowers,C72,0,840364217733,10.00,1.00,
PS40-1774,"12"""" Pastel Spiral Candy Table",Tabletop Décor,C36,0,840364217740,10.00,1.00,
PS40-1775,"18"""" Pastel Spiral Candy Table",Tabletop Décor,C24,0,840364217757,10.00,1.00,
PS40-1776,Jumbo Foam Hot Cocoa Mug,Tabletop Décor,C12,0,840364217764,10.00,1.00,
PS40-1934,"12"""" Foam Hot Cocoa Tabletop D",Tabletop Décor,C8,0,840364219348,10.00,1.00,
PZ10-09554-D,RED PLUSH HAT,Soft Goods,C48,0,840364209554,10.00,1.00,
PZ21-1993-D,"16"""" PAJAMA SANTA",Plush,C6,0,840364219935,10.00,1.00,
PZ21-1994-D,"16"""" COWBOY SANTA",Plush,C6,0,840364219942,10.00,1.00,
PZ21-1995-D,"16"""" ROBE SANTA",Plush,C6,0,840364219959,10.00,1.00,
PZ27-1971-D,1PK 2PK PVC GLITTER BOW,Bows,C72,0,8.40364E+11,10.00,1.00,
PZ27-1973-D,1PK 2PK PVC GLITTER BOW,Bows,C72,0,8.40364E+11,10.00,1.00,
PZ27-1987-D,PLUSH SEQUIN HAT RED ONLY,Bows,C48,0,8.40364E+11,10.00,1.00,
PZ27-1988-D,RED PLUSH HAT,Bows,C48,0,840364219881,10.00,1.00,
PZ27-1989-D,"72"""" PLUSH SEQUIN TABLE RUNNER",Bows,C24,0,8.40364E+11,10.00,1.00,
PZ27-1990-D,"72"""" PLUSH SEQUIN TABLE RUNNER",Bows,C24,0,8.40364E+11,10.00,1.00,
PZ32-1959-D,"3CM X 10PK IN PDQ, RED",Packaged Sets,C48,0,840364219591,10.00,1.00,
PZ32-1960-D,"3CM X 10PK IN PDQ,GOLD",Packaged Sets,C48,0,840364219607,10.00,1.00,
PZ32-1961-D,"5CM X 7PK IN PDQ,RED/GREE/GOLD",Packaged Sets,C48,0,840364219614,10.00,1.00,
PZ32-1962-D,"6CM X 5PK IN PDQ,RED",Packaged Sets,C48,0,840364219621,10.00,1.00,
PZ32-1963-D,"5CM X 24PK, RED/GREEN/GOLD",Packaged Sets,C24,0,840364219638,10.00,1.00,
PZ32-1964-D,"6CM X 12PK, RED",Packaged Sets,C12,0,840364219645,10.00,1.00,
PZ32-1965-D,"8CM X 7PK IN PDQ, RED",Packaged Sets,C12,0,840364219652,10.00,1.00,
PZ32-1966-D,"8CM X 7PK IN PDQ, RED/GREEN/GO",Packaged Sets,C12,0,840364219669,10.00,1.00,
PZ32-1967-D,"8CM X 7PK IN PDQ, GOLD",Packaged Sets,C12,0,840364219676,10.00,1.00,
PZ32-1968-D,"10CM X 6 IN PDQ, MATTE RED",Packaged Sets,C24,0,840364219683,10.00,1.00,
PZ32-1969-D,"10CM X 6 IN PDQ, MATTE GOLD",Packaged Sets,C24,0,840364219690,10.00,1.00,
PZ32-1970-D,"10CM X 6 IN PDQ, MATTE GREEN",Packaged Sets,C24,0,840364219706,10.00,1.00,
PZ32-1972-D,8CM X 6 PK IN PDQ SOLID RED,Packaged Sets,C48,0,840364219720,10.00,1.00,
PZ32-1974-D,4PK 7CM BALL ORNAMENTS IN PDQ,Packaged Sets,C48,0,840364219744,10.00,1.00,
PZ32-1975-D,4PK 7CM BALL ORNAMENTS IN PDQ,Packaged Sets,C48,0,840364219751,10.00,1.00,
PZ32-1976-D,4PK 7CM BALL ORNAMENTS IN PDQ,Packaged Sets,C48,0,840364219768,10.00,1.00,
PZ32-1977-D,"GOLD BALL  14CM 6 PK, GOLD",Packaged Sets,C12,0,840364219775,10.00,1.00,
PZ32-1978-D,"GOLD BALL  14CM 6 PK, GOLD",Packaged Sets,C12,0,840364219782,10.00,1.00,
PZ32-1979-D,"GOLD BALL  14CM 6 PK, RED",Packaged Sets,C12,0,840364219799,10.00,1.00,
PZ32-1980-D,"GOLD BALL  14CM 6 PK, RED",Packaged Sets,C12,0,840364219805,10.00,1.00,
PZ32-1981-D,"GOLD BALL 18CM 2PK, GOLD",Packaged Sets,C8,0,840364219812,10.00,1.00,
PZ32-1982-D,"GOLD BALL 18CM 2PK, GOLD",Packaged Sets,C8,0,840364219829,10.00,1.00,
PZ32-1983-D,"RED BALL 18CM 2PK, RED",Packaged Sets,C8,0,840364219836,10.00,1.00,
PZ32-1984-D,"RED BALL 18CM 2PK, RED",Packaged Sets,C8,0,840364219843,10.00,1.00,
PZ32-1985-D,CLEAR/TRASPARENT 14CM 6PK,Packaged Sets,C12,0,840364219850,10.00,1.00,
PZ32-1986-D,8PK 10CM TRANSPARENT BALL ORNA,Packaged Sets,C10,0,840364219867,10.00,1.00,
PZXG-1991-D,"50"""" GARLAND RED",Gemex Program,C8,0,840364219911,10.00,1.00,
PZXG-1992-D,"50"""" GARLAND GOLD",Gemex Program,C8,0,840364219928,10.00,1.00,
QE04958,7 6 OPEN CARNATIONS S/S RED,Inactive,C48,0,846312049586,10.00,1.00,
QE04959,7 6 OPEN CARNATIONS S/S WHT,Inactive,C48,0,846312049593,10.00,1.00,
QE04960,"5"" LATEX ROSE W/CLIP RED",Inactive,C48,0,846312049609,10.00,1.00,
QE04961,"5"" LATEX ROSE W/CLIP WHT",Gemex Program,C48,0,846312049616,10.00,1.00,
QE04962,"5"" LATEX ROSE W/CLIP PNK",Gemex Program,C48,0,846312049623,10.00,1.00,
QE05179,"26"" LG FIREWORK RED",Gemex Program,C48,96,846312051794,10.00,1.00,
QE05180,"26"" LG FIREWORK GLD",Gemex Program,C48,48,846312051800,10.00,1.00,
QE05182,"26"" LG FIREWORK R/BLU",Gemex Program,C48,0,846312051824,10.00,1.00,
QE05183,"26"" LG FIREWORK SLV",Gemex Program,C48,144,846312051831,10.00,1.00,
QE05184,"26"" LG FIREWORK WHT",Gemex Program,C48,0,846312051848,10.00,1.00,
QE05303,"30"" REED W/CATTAIL GLD",Inactive,C48,0,846312053033,10.00,1.00,
QE05304,"30"" REED W/CATTAIL RED",Inactive,C48,0,846312053040,10.00,1.00,
QE05305,"30"" REED W/CATTAIL SLV",Inactive,C48,0,846312053057,10.00,1.00,
QE05306,"30"" REED W/CATTAIL WHT",Inactive,C48,0,846312053064,10.00,1.00,
QE05307,"30"" REED W/CATTAIL RBLUE",Inactive,C48,0,846312053071,10.00,1.00,
QE05312,"28"" THIN REED W/BALLS WHT",Inactive,C48,0,846312053125,10.00,1.00,
QE05315,"28"" FIREWORKS W/BALLS RBLUE",Gemex Program,C48,48,846312053156,10.00,1.00,
QE05315-D,"28"" FIREWORKS W/BALLS RBLUE",Gemex Program,C48,0,846312053156,10.00,1.00,
QE05316,"28"" FIREWORKS W/ BALLS RED",Gemex Program,C48,48,846312053163,10.00,1.00,
QE05316-D,"28"" FIREWORKS W/ BALLS RED",Gemex Program,C48,0,846312053163,10.00,1.00,
QE05317,28 FIREWORKS W/ BALLS SSLV,Gemex Program,C48,0,846312053170,10.00,1.00,
QE05317-D,28 FIREWORKS W/ BALLS SSLV,Gemex Program,C48,0,846312053170,10.00,1.00,
QE05318,"28"" FIREWORKS W/BALLS",Gemex Program,C48,0,846312053180,10.00,1.00,
QE05319,"28"" FIREWORK W/BALLS RBLUE",Gemex Program,C48,96,846312053194,10.00,1.00,
QE05320,"28"" FIREWORKS W/BALLS BLUE",Inactive,C48,0,846312053200,10.00,1.00,
QE05321,"23"" PALM LEAF GLD",Inactive,C48,0,846312053217,10.00,1.00,
QE05322,"23"" PALM LEAF RED",Inactive,C48,0,846312053224,10.00,1.00,
QE05323,"23"" PALM LEAF SLV",Inactive,C48,0,846312053231,10.00,1.00,
QE05324,"23"" PALM LEAF WHT",Inactive,C48,0,846312053248,10.00,1.00,
QE05325,23 PALM LEAF BLUE,Inactive,C48,0,846312053255,10.00,1.00,
QE05326,"23"" PALM LEAF RBLUE",Inactive,C48,0,846312053262,10.00,1.00,
QE05335,"12PC 2"" FLOWER BOUQUET WHT",Gemex Program,C48,0,846312053354,10.00,1.00,
QE05337,"12PC 2"" FLOWER BOUQUET",Inactive,C48,0,846312053378,10.00,1.00,
QE05338,"12PC 2"" FLOWER BOUQUET RED",Inactive,C48,0,846312053385,10.00,1.00,
QE05339,"7"" 6PC FLOWER BOUQUET WHT",Inactive,C48,0,846312053392,10.00,1.00,
QE05342,7 6PC FLOWER BOUQUET RED,Gemex Program,C48,288,846312053422,10.00,1.00,
QE05343,"7"" 6PC FLOWER BOUQUET",Inactive,C48,0,846312053439,10.00,1.00,
QE05388,"12.5"" MESH & VELVET FLOWER GLD",Gemex Program,C48,0,846312053880,10.00,1.00,
QE05389,"12.5"" MESH & VELVET FLOWER RED",Gemex Program,C48,0,846312053897,10.00,1.00,
QE05390,"12.5"" MESH & VELVET FLOWER WHT",Gemex Program,C48,0,846312053903,10.00,1.00,
QE05391,"12.5"" MESH & VELVET FLOWER SLV",Inactive,C48,0,846312053910,10.00,1.00,
QE05408,"10"" JAGGED VELVET & GLITTER FL",Gemex Program,C48,0,846312054085,10.00,1.00,
QE05409,"10"" JAGGED VELVET & GLITTER FL",Gemex Program,C48,0,846312054092,10.00,1.00,
QE05410,"10"" JAGGED VELVET & GLITTER FL",Gemex Program,C48,0,846312054108,10.00,1.00,
QE05411,"10"" JAGGED VELVET & GLITTER FL",Gemex Program,C48,0,846312054115,10.00,1.00,
QE05412,"10"" JAGGED VELVET & GLITTER FL",Inactive,C48,0,846312054122,10.00,1.00,
QE05425,"30"" FIREWORKS W/BALLS PICK GLD",Inactive,C48,0,846312054252,10.00,1.00,
QE05426,"30"" FIREWORK W/BALLS PICK RGLD",Inactive,C48,0,846312054269,10.00,1.00,
QE05427,"30"" FIREWORKS W/BALLS PICK WHT",Inactive,C48,0,846312054276,10.00,1.00,
QE05428,"30"" FIREWORKS W/BALLS PICK SLV",Inactive,C48,0,846312054283,10.00,1.00,
QE05429,"30"" FIREWORKS W/BALLS PICK RED",Inactive,C48,0,846312054290,10.00,1.00,
QE05430,"30"" FIREWORKS W/BALLS PICK RBL",Inactive,C48,0,846312054306,10.00,1.00,
QE05431,"5"" LATEX ROSE W/CLIP ANTQ ROSE",Gemex Program,C48,0,846312054313,10.00,1.00,
QE05432,"5"" LATEX ROSE W/CLIP R BLU",Gemex Program,C48,288,846312054320,10.00,1.00,
QE05433,"5"" LATEX ROSE W/CLIP TGREEN",Gemex Program,C48,1392,846312054337,10.00,1.00,
QE05600,"7"" HARD GLADIOLA W/CLIP WHT",Inactive,C48,0,846312056003,10.00,1.00,
QE05601,"7"" HARD GLADIOLA W/CLIP RED",Inactive,C48,0,846312056010,10.00,1.00,
QE05602,"7"" HARD GLADIOLA W/CLIP RGLD",Inactive,C48,0,846312056027,10.00,1.00,
QE05603,"7"" HARD GLADIOLA W/CLIP GLD",Inactive,C48,0,846312056034,10.00,1.00,
QE05615,"10"" BASIC GLADIOLA RGLD",Inactive,C48,0,846312056157,10.00,1.00,
QE05616,"10"" BASIC GLADIOLA GRN",Gemex Program,C48,0,846312056164,10.00,1.00,
QE05617,10 BASIC GLADIOLA WHT,Gemex Program,C48,0,846312056171,10.00,1.00,
QE05618,"10"" BASIC GLADIOLA SLV",Gemex Program,C48,96,846312056188,10.00,1.00,
QE05619,"10"" BASIC GLADIOLA RBLU",Gemex Program,C48,0,846312056195,10.00,1.00,
QE05620,"10"" BASIC GLADIOLA GLD",Gemex Program,C48,0,846312056201,10.00,1.00,
QE05621,"10"" BASIC GLADIOLA RED",Gemex Program,C48,0,846312056218,10.00,1.00,
QE05638,"10.5"" VELVET FLWR W/SEQUINS GL",Gemex Program,C48,0,846312056386,10.00,1.00,
QE05639,"10.5"" VELVET FLWR W/SEQUINS SL",Gemex Program,C48,48,846312056393,10.00,1.00,
QE05640,"10.5"" VELVET FLWR W/SEQUINS RG",Gemex Program,C48,0,846312056409,10.00,1.00,
QE05641,"10.5"" VELVET FLWR W/SEQUINS WH",Gemex Program,C48,0,846312056416,10.00,1.00,
QE05642,"10.5"" VELVET FLWR W/SEQUINS IC",Gemex Program,C48,0,846312056423,10.00,1.00,
QE05648,"12"" VELVET FLWR W/GLITTER EDGE",Inactive,C48,0,846312056485,10.00,1.00,
QE05650,"12"" VELVET FLWR W/GLITTER EDGE",Inactive,C48,0,846312056508,10.00,1.00,
QE05653,"30"" ROUND PEARL PICK",Gemex Program,C48,0,846312056539,10.00,1.00,
QE05654,"30"" EGGSHAPE PEARL PICK",Gemex Program,C48,192,846312056546,10.00,1.00,
QE05674,"40"" LG 3 BRANCHES GLD",Inactive,C48,0,846312056744,10.00,1.00,
QE05675,"40"" LG 3 BRANCHES RGLD",Inactive,C48,0,846312056751,10.00,1.00,
QE05676,"40"" LG 3 BRANCHES SLV",Inactive,C48,0,846312056768,10.00,1.00,
QE05800,"7"" HARD GLADIOLA W/CLIP BLUE",Inactive,C48,0,846312058007,10.00,1.00,
QE05801,36X14 SEA FAN W/SEQ PATCH CHAM,Inactive,C48,0,846312058014,10.00,1.00,
QE05803,36X14 SEA FAN CHAMP,Inactive,C48,0,846312058038,10.00,1.00,
QE05882,"40"" LG 3 BRANCHES WHT",Inactive,C48,0,846312058823,10.00,1.00,
QE05887,"12"" VELVET FLOWER RED",Gemex Program,C48,192,846312058878,10.00,1.00,
QE05887-D,"12"" VELVET FLOWER RED",Gemex Program,C48,0,846312058878,10.00,1.00,
QE05888,"12"" VELVET FLOWER GLD",Gemex Program,C48,0,846312058885,10.00,1.00,
QE05889,"12"" VELVET FLOWER SLV",Gemex Program,C48,0,846312058892,10.00,1.00,
QE05890,"12"" VELVET FLOWER WHT",Gemex Program,C48,0,846312058908,10.00,1.00,
QE05891,"12"" VELVET FLOWER RBLU",Gemex Program,C48,0,846312058915,10.00,1.00,
QE05894,"13.5"" FLOWER W/GLITTER SLV",Inactive,C48,0,846312058946,10.00,1.00,
QE05895,"13.5"" FLOWER W/GLITTER WHT",Inactive,C48,0,846312058953,10.00,1.00,
QE05896,"17"" JUMBO FLOWER W/GLITTER RED",Gemex Program,C48,96,846312058960,10.00,1.00,
QE05897,"17"" JUMBO FLOWER W/GLITTER GLD",Gemex Program,C48,48,846312058977,10.00,1.00,
